nombre,categoria, precio ,stock,ml,tipo,aroma,marca,imagen 
GIVENCHY POUR HOMME BLUE LABEL,caballero," $2093.00 ",2,100,EDT,Acuatica,GIVENCHY,https://m.media-amazon.com/images/I/41gxYkl11SL._AC_UF10001000_QL80_.jpg
PI GIVENCHY,caballero," $2093.00 ",2,100,EDT,Amaderada,GIVENCHY,P822256
GUCCI GUILTY POUR HOMME,caballero," $2434.00 ",1,90,EDT,Amaderada,GUCCI,81183790
GUCCI GUILTY POUR HOMME,caballero," $3162.00 ",2,100,EDP,Amaderada,GUCCI,38212
L'HOMME IDEAL,caballero," $2015.00 ",1,100,EDP,Amaderada,GUERLAIN,G030312
VETIVER,caballero," $1728.00 ",1,100,EDT,Amaderada,GUERLAIN,G030486
GUESS UOMO INTENSO EST 1981,caballero," $868.00 ",0,100,EDP,Amaderada,GUESS,https://ufra.com.mx/media/catalog/product/cache/c7b16b3f266fbba2cc4e554996ed3078/3/2/32670_1.jpg
GUESS MEN,caballero," $806.00 ",1,75,EDT,Amaderada,GUESS,71323277
GUESS SEDUCTIVE HOMME NOIR MEN,caballero," $806.00 ",1,100,EDT,Amaderada,GUESS,32037
GUESS SEDUCTIVE HOMME BLUE,caballero," $806.00 ",1,100,EDT,Acuatica,GUESS,8003GH00
GUESS 1981 LOS ANGELES MEN ,caballero," $845.00 ",1,100,EDT,Amaderada,GUESS,https://nuestrasfragancias.com/wp-content/uploads/2024/05/Guess-1981-Los-Angeles-100ml-EDT-Caballero.webp
GUESS 1981 INDIGO MEN,caballero," $845.00 ",2,100,EDT,Amaderada,GUESS,https://cdn11.bigcommerce.com/s-2vt02okold/images/stencil/1280x1280/products/3552/4203/HGUE1981I__48350.1731099901.jpg?c=1
SET GUESS 1981 LOS ANGELES FOR MEN 3PZS,caballero," $992.00 ",1,100,EDT,Amaderada,GUESS,33001
SET GUESS MAN GOLD 3PZAS,caballero, $893.00 ,1,75,EDT,Amaderada,GUESS,https://i5.walmartimages.com/asr/e1cfac92-19cc-439a-b480-b490cfc46e2f.3139a78ed7ea2ffa6b87a449768bdc3b.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF
DRAKKAR NOIR,caballero," $814.00 ",0,100,EDT,Amaderada,GUY LAROCHE,200943
BOSS BOTTLED,caballero," $1767.00 ",2,100,EDT,Amaderada,HUGO BOSS,35110
BOSS BOTTLED INFINITE,caballero," $1891.00 ",2,100,EDP,Amaderada,HUGO BOSS,22089
HUGO XY,caballero," $1643.00 ",2,100,EDT,Amaderada,HUGO BOSS,81078847
BOSS BOTTLED TONIC,caballero," $1767.00 ",2,100,EDT,Amaderada,HUGO BOSS,BB-0000041
BOSS BOTTLED ,caballero," $2015.00 ",2,100,EDP,Amaderada,HUGO BOSS,82853
BOSS BOTTLED UNLIMITED,caballero," $1767.00 ",2,100,EDT,Amaderada,HUGO BOSS,766775
HUGO GREEN ,caballero," $1643.00 ",2,125,EDT,Amaderada,HUGO BOSS,82380
BOSS NUMBER ONE,caballero," $1077.00 ",1,100,EDT,Amaderada,HUGO BOSS,62333
BOSS MAN,caballero," $1426.00 ",2,100,EDT,Amaderada,HUGO BOSS,62335
SCANDAL LE PARFUM,caballero," $3085.00 ",1,100,EDP,Amaderada,JEAN PAUL GAULTIER,65182477
JEAN PAUL GAULTIER SCANDAL ABSOLU,caballero," $3371.00 ",1,100,PARFUM,Amaderada,JEAN PAUL GAULTIER,65189839
LACOSTE BOOSTER,caballero," $1542.00 ",1,125,EDT,Amaderada,LACOSTE,LC010A01
LACOSTE L 12. 12 BLANC,caballero," $1807.00 ",1,100,EDT,Amaderada,LACOSTE,https://cdn2.jomashop.com/media/catalog/product/l/a/lacoste-mens-eau-de-lacoste-l1212-white-edt-spray-34-oz-fragrances-3386460149082.jpg
LATTAFA ASAD BURBON,caballero," $1436.00 ",1,100,EDP,Amaderada,LATTAFA,https://perfumes-arabes.mx/wp-content/uploads/2025/01/Perfume-Lattafa-Asad-Bourbon-EDP-100ml-Perfumes-Arabes-430x430.jpeg
MONT BLANC LEGEND SPIRIT,caballero," $1705.00 ",2,100,EDT,Amaderada,MONTBLANC,MB-0000027
MONTBLANC LEGEND BLUE,caballero," $1814.00 ",1,100,EDP,Acuatica,MONTBLANC,1C7L027A01
MONT BLANC LEGEND RED,caballero," $1814.00 ",2,100,EDP,Amaderada,MONTBLANC,https://cdn11.bigcommerce.com/s-2vt02okold/images/stencil/1280x1280/products/3495/3992/HMONBLR__67799.1731099902.jpg?c=1
MONT BLANC LEGEND,caballero," $1705.00 ",1,100,EDT,Amaderada,MONTBLANC,MB-032681
MOSCHINO TOY BOY,caballero," $2539.00 ",5,100,EDP,Amaderada,MOSCHINO,https://resources.sanborns.com.mx/imagenes-sanborns-ii/1200/8011003845132.jpg
NAUTICA BLUE,caballero," $457.00 ",3,100,EDT,Acuatica,NAUTICA,508027
NAUTICA CLASSIC,caballero," $457.00 ",1,100,EDT,Acuatica,NAUTICA,https://intranet.ufra.com.mx/img/products/catalog/04016/04016_1.jpg
NAUTICA VOYAGE SPORT,caballero," $519.00 ",3,100,EDT,Acuatica,NAUTICA,5878
ONE MILLION,caballero," $2813.00 ",2,100,EDT,Amaderada,PACO RABANNE,https://beautyfreeshop.com.mx/cdn/shop/products/364.png?v=1616038822
ONE MILLION PARFUM,caballero," $3240.00 ",1,100,EDP,Amaderada,PACO RABANNE,65156001
ONE MILLION ELIXIR INTENSE,caballero," $3379.00 ",1,100,EDP,Amaderada,PACO RABANNE,65177273
ONE MILLION GOLD INTENSE,caballero," $3271.00 ",1,100,EDP,Amaderada,PACO RABANNE,65200311
PHANTOM PARFUM,caballero," $3224.00 ",1,100,EDP,Amaderada,PACO RABANNE,65188737
PHANTOM INTENSE,caballero," $3100.00 ",1,100,EDP,Amaderada,PACO RABANNE,65200224
PHANTOM,caballero," $2868.00 ",2,100,EDT,Amaderada,PACO RABANNE,65158923
PACO RABANNE BLACK XS,caballero," $2465.00 ",1,100,EDT,Amaderada,PACO RABANNE,65118505
PURE XS,caballero," $2511.00 ",1,100,EDT,Amaderada,PACO RABANNE,65115941
PACO RABANNE INVICTUS,caballero," $2813.00 ",1,100,EDT,Amaderada,PACO RABANNE,65055742
SET PERRY ELLIS 360° FOR MEN 4PZS,caballero," $1062.00 ",1,100,EDT,Fresco,PERRY ELLIS,https://arome.mx/cdn/shop/files/PERRY_ELLIS_-_Set_4_Piezas_360_men_Para_Hombre_EDT_100ML_1000x.jpg?v=1772212425
SET PERRY ELLIS 360 VERY BLUE FOR MEN,caballero," $1077.00 ",1,100,EDT,Acuatica,PERRY ELLIS,https://www.bezali.com/cdn/shop/products/844061014442raw_1024x1024.jpg?v=1651787460
PRADA LUNA ROSA OCEAN LE PARFUM REFILLABLE,caballero," $3813.00 ",1,100,PARFUM,Amaderada,PRADA,https://nuestrasfragancias.com/wp-content/uploads/2023/01/Prada-Luna-Rossa-Ocean-100ml-EDT-e1729723224298.jpg
POLO DEEP BLUE,caballero," $3116.00 ",1,125,PARFUM,Acuatica,RALPH LAUREN,S3548800
SET RALPH'S CLUB 3PZS,caballero," $3410.00 ",0,100,EDP,Amaderada,RALPH LAUREN,TMX05091
FERRAGAMO UOMO URBAN FEEL,caballero," $1000.00 ",1,100,EDT,Amaderada,SALVATORE FERRAGAMO,24806
FERRAGAMO UOMO CASUAL LIFE,caballero," $1000.00 ",1,100,EDT,Amaderada,SALVATORE FERRAGAMO,PFER0325992
FERRAGAMO UOMO,caballero," $2604.00 ",2,100,EDT,Amaderada,SALVATORE FERRAGAMO,PFER0325543
SALVATORE FERRAGAMO POUR HOMME,caballero," $930.00 ",2,100,EDT,Amaderada,SALVATORE FERRAGAMO,43152
FERRAGAMO FREE TIME,caballero," $884.00 ",1,100,EDT,Amaderada,SALVATORE FERRAGAMO,37252
F BY SALVATORE FERRAGAMO POUR HOMME,caballero," $930.00 ",2,100,EDT,Amaderada,SALVATORE FERRAGAMO,54252
FERRAGAMO BLACK,caballero," $930.00 ",1,100,EDT,Amaderada,SALVATORE FERRAGAMO,59252
SET SALVATORE FERRAGAMO POUR HOMME 3PZS,caballero," $915.00 ",1,100,EDT,Amaderada,SALVATORE FERRAGAMO,43400
SALVATORE FERRAGAMO AMO,dama," $1465.00 ",2,100,EDP,Floral,SALVATORE FERRAGAMO,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.46832.avif
VALENTINO UOMO GREEN STRAVAGANZA,caballero," $2930.00 ",0,100,EDP,Amaderada,VALENTINO,https://arome.mx/cdn/shop/files/descarga_9.jpg?v=1725562344&width=600
VALENTINO UOMO,caballero," $3534 ",1,100ML,EDT,Amaderada,VALENTINO,https://i5.walmartimages.com/asr/1e6c2d15-7b50-400f-91f6-ee188277798e.dcf310f2291a261894f220bfb8201fb3.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF
VERSACE POUR HOMME,caballero," $1969.00 ",2,100,EDT,Amaderada,VERSACE,7200010
SWISS ARMY SPORT,caballero," $1046.00 ",1,100,EDT,Fresco,VICTORINOX,V0000890
ALTITUDE,caballero," $837.00 ",2,100,EDT,Amaderada,VICTORINOX,V0000892
POLO GREEN 125ML,caballero," $1961.00 ",1,125,EDT,Amaderada,RALPH LAUREN,https://www.elpalaciodehierro.com/on/demandware.static/-/Sites-palacio-master-catalog/default/dw894c07a8/images/43665321/large/43665321_x1.jpg
ARMAF ODYSSEY WILD ONE GOLD EDITION,caballero," $849.00 ",0,100,EDP,Amaderada,ARMAF,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2yfjdoQZg0HzJEP_5tWVqoDjUPI98duFxIg&s
212 VIP BLACK MEN,caballero," $2220.00 ",1,100,EDP,Amaderada,CAROLINA HERRERA,https://lamarinamx.vtexassets.com/arquivos/ids/228876/8411061870518.jpg?v=638830226194370000
CUBA ROYAL,caballero," $314 ",2,100,EDT,Amaderada,CUBA,https://ss701.liverpool.com.mx/xl/1118245420.jpg
CUBA WILD HEART,caballero," $290 ",2,100,EDT,Amaderada,CUBA,https://m.media-amazon.com/images/I/71qa5Ow-JwL.jpg
CUBA WINNER,caballero," $314 ",2,100,EDT,Amaderada,CUBA,https://m.media-amazon.com/images/I/71MJfTlt8eL.jpg
LATTAFA BADE'E AL OUD FOR GLORY,caballero," $799.00 ",2,100,EDP,Amaderada,LATTAFA,https://fimgs.net/mdimg/perfume-thumbs/375x500.64948.jpg
LATTAFA MAHARJAN GOLD,caballero," $799.00 ",1,100,EDP,Amaderada,LATTAFA,https://m.media-amazon.com/images/I/61lWbNw4XLL._AC_UF350350_QL80_.jpg
NAUTICA VOYAGE,caballero," $518.00 ",0,100,EDT,Acuatica,NAUTICA,https://fimgs.net/mdimg/perfume/o.913.jpg
PERRY ELLIS 360° BLACK,caballero," $806.00 ",1,100,EDT,Amaderada,PERRY ELLIS,https://www.perfumecenter.com.mx/cdn/shop/products/844061000513_c95c58e0-a2bd-490f-ad09-60e527111628_800x.jpg?v=1602239432
SAUVAGE,caballero," $3207 ",0,100,EDP,Amaderada,DIOR,https://m.media-amazon.com/images/I/61kQSJ9uijL._AC_UF10001000_QL80_.jpg
CUBA SHADOW,caballero," $302.00 ",1,100,EDT,Amaderada,CUBA,https://fimgs.net/mdimg/perfume-thumbs/375x500.74420.jpg
ARIANA GRANDE CLOUD,dama,2155,1,100,EDP,Oriental Gourmand,ARIANA GRANDE,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.50384.avif
ARIANA GRANDE MOONLIGHT,dama,1473,0,100,EDP,Floral Frutal,ARIANA GRANDE,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.46410.avif
SET ARIANA GRANDE MOONLIGHT 3PZS,dama,2054,1,100,EDP,Floral Frutal,ARIANA GRANDE,https://ss701.liverpool.com.mx/xl/1167623324.jpg
SET BENETTON SISTERLAND GOLDEN VANILLA 2PZS,dama,1349,1,80,EDT,Oriental Vainilla,BENETTON,65200382
SET SISTERLAND PINK RASPBERRY 2PZS,dama,1256,1,80,EDT,Floral Frutal,BENETTON,65191421
SET BENETTON SISTERLAND RED ROSE 2PZS,dama,1256,2,80,EDT,Floral,BENETTON,65191423
SET BENETTON SITERLAND BLUE NEROLI 2PZS,dama,1256,2,80,EDT,Cítrico Floral,BENETTON,https://www.compraperfumesoriginales.com/product-images/sisterland-blue-neroli-8433982019609-7025.png
SET BENETTON SISTERLAND GREEN JASMINE,dama,1256,2,80,EDT,Floral,BENETTON,65180131
BENETTON SISTERLAND GOLDEN VANILLA,dama,1318,2,80,EDP,Oriental Vainilla,BENETTON,65198947
BENETTON SISTERLAND BLUE NEROLI,dama,1201,2,80,EDT,Cítrico Floral,BENETTON,65164933
COLORS ROSE,dama,1085,2,80,EDT,Floral,BENETTON,65143202
UNITED DREAMS LOVE YOURSELF,dama,1085,2,80,EDT,Floral Frutal,BENETTON,65092895
BURBERRY BRIT SHEER,dama,1519,2,100,EDT,Floral Frutal,BURBERRY,SBY004A01
BURBERRY TOUCH,dama,1550,1,100,EDP,Floral Amaderado,BURBERRY,SBD11001
BURBERRY LONDON,dama,1364,2,100,EDP,Floral,BURBERRY,90518
EUPHORIA,dama,1325,3,100,EDP,Oriental Floral,CALVIN KLEIN,https://m.media-amazon.com/images/I/51w51QbpBcL.jpg
CARLO CORINTO ONE FOREVER WOMAN,dama,1054,2,100,EDP,Floral,CARLO CORINTO,1050059034
SET CARLO CORINTO WHITE GOLD 3PZS,dama,1077,1,100,EDT,Floral,CARLO CORINTO,2038419
CH EDT,dama,3209,2,100,EDT,Floral Oriental,CAROLINA HERRERA,https://cdn11.bigcommerce.com/s-2vt02okold/images/stencil/1280x1280/products/3025/5273/MCH__97642.1731099887.jpg?c=1
CH BIRDS OF PARADISE,dama,3209,1,100,EDP,Floral Tropical,CAROLINA HERRERA,https://resources.sanborns.com.mx/imagenes-sanborns-ii/1200/8411061085530_2.jpg
VERY GOOD GIRL,dama,3875,2,80,EDP,Floral Frutal,CAROLINA HERRERA,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.65560.avif
VERY GOOD GIRL GLAM,dama,3751,3,80,EDP,Floral Frutal,CAROLINA HERRERA,https://arome.mx/cdn/shop/files/perfume-very-good-girl-glam-para-mujer-de-carolina-herrera-edp-80ml-arome-mexico-1_1200x1200.png?v=1725559542
GOOD GIRL,dama,3526,2,80,EDP,Oriental Floral,CAROLINA HERRERA,https://intranet.ufra.com.mx/img/products/catalog/65104398/65104398_1.jpg
GOOD GIRL BLUSH,dama,3875,2,80,EDP,Floral,CAROLINA HERRERA,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.78576.avif
212 HEROES FOREVER YOUNG,dama,3240,3,80,EDP,Floral Frutal,CAROLINA HERRERA,https://i5.walmartimages.com/asr/0537f990-2ab5-4882-9058-6521db1e1494.b39887efaae230a69d61ca3e973bfb65.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF
212 VIP,dama,3255,2,80,EDP,Oriental Floral,CAROLINA HERRERA,https://www.perfumecenter.com.mx/cdn/shop/products/8411061711767_f7185035-35bb-41e9-81d2-92ca15962b96_800x.jpg?v=1602237379
212 VIP ROSE,dama,3255,2,80,EDP,Floral Frutal,CAROLINA HERRERA,https://lamarinamx.vtexassets.com/arquivos/ids/155568-800-auto?v=637213913800700000&width=800&height=auto&aspect=true
212,dama,3100,1,100,EDT,Floral,CAROLINA HERRERA,https://m.media-amazon.com/images/I/51TKPeFy6sL._UF1000.000_QL80_.jpg
Z4 SET GOOD GIRL BLUSH,dama,3953,5,80,EDP,Floral,CAROLINA HERRERA,https://karenajerabeautystore.com/cdn/shop/files/22AEB8E7-66FA-4E1A-BE48-30648EA976DD.webp?v=1730357259
SET 212 NYC 3PZS,dama,3147,3,100,EDT,Floral,CAROLINA HERRERA,https://ufra.com.mx/media/catalog/product/cache/c7b16b3f266fbba2cc4e554996ed3078/6/5/65213726_2.jpg
SET CH,dama,3503,1,100,EDT,Floral Oriental,CAROLINA HERRERA,https://perfumeriasublime.com/cdn/shop/files/MCHNSET3_dca0ce92-e31b-4494-81ed-0ad29d538eee.jpg?v=1767987973
CAROLINA HERRERA NYC,dama,3209,1,100,EDP,Floral,CAROLINA HERRERA,https://fraganciasfinas.com.mx/wp-content/uploads/2025/03/88300608409-2025-03-24T181818.761.png
CHANEL N°5,dama,7742,1,200,EDP,Floral Aldehídico,CHANEL,https://http2.mlstatic.com/D_NQ_NP_611285-MLM75936605547_042024-O.webp
COCO CHANEL,dama,4952,2,100,EDP,Oriental,CHANEL,https://fimgs.net/mdimg/perfume-thumbs/375x500.609.jpg
COACH DREAMS SUNSET,dama,1736,2,90,EDP,Floral Frutal,COACH,https://coachmx.vteximg.com.br/arquivos/ids/180494-720-720/C5196-L38--90ML_2.jpg?v=637926509611700000
COACH,dama,1845,2,90,EDP,Floral,COACH,CC001A01
COACH FLORAL,dama,1845,2,90,EDP,Floral,COACH,CC004A01
SET COACH NEW YORK 3PZS,dama,2015,1,90,EDP,Floral,COACH,1A7R713105
VERY IRRESISTIBLE,dama,2069,2,75,EDT,Floral,GIVENCHY,https://m.media-amazon.com/images/I/31fXtXwCp7L._AC_.jpg
MISS DIOR ORIGINALE,dama,3247,2,100,EDT,Floral,DIOR,F006224909
MISS DIOR ABSOLUTE BLOOMING,dama,3991,1,100,EDP,Floral,DIOR,C099600764
DKNY BE DELICIOUS,dama,1783,1,100,EDP,Floral Frutal,DKNY,https://beautyfreeshop.com.mx/cdn/shop/products/dk-be.jpg?v=1616780786
LIGHT BLUE EAU INTENSE,dama,2286,2,100,EDP,Cítrico Frutal,DOLCE & GABBANA,13032815
DOLCE & GABBANA THE ONE,dama,2674,2,75,EDP,Oriental Floral,DOLCE & GABBANA,https://www.dolcegabbana.com/dw/image/v2/BKDB_PRD/on/demandware.static/-/Sites-15/default/dwebe891f0/images/zoom/VP7117VP103_9V000_0.jpg?sw=740&sh=944
DOLCE & GABBANA LIGHT BLUE,dama,2170,1,100,EDT,Cítrico Frutal,DOLCE & GABBANA,81051772
DOLCE Y GABBANA DARK CHERRY,dama,3026,2,100,EDP,Oriental Frutal,DOLCE & GABBANA,https://m.media-amazon.com/images/I/71lwV74ewbL._AC_UF1000.000_QL80_.jpg
FERRIONI WOMAN,dama,1008,2,100,EDP,Floral,FERRIONI,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwuYHx6Z-I-7LzJAi7-vpozADRGa9QgmWrzQ&s
FERRIONI PINK TERRIER,dama,868,1,100,EDT,Floral Frutal,FERRIONI,12034
SET ACQUA DI GIOIA 3PZS,dama,3798,1,100,EDP,Acuático Floral,GIORGIO ARMANI,https://chapurmx.vtexassets.com/arquivos/ids/423626/6017862-1.jpg?v=638750844788770000
ANGE OU DEMON LE SECRET,dama,2914,1,100,EDP,Floral,GIVENCHY,P037426
ANGE OU DEMON,dama,2914,3,100,EDP,Oriental Floral,GIVENCHY,P037236
AMARIGE,dama,2379,2,100,EDT,Floral,GIVENCHY,P812256
GUCCI BLOOM,dama,3240,0,100,EDP,Floral,GUCCI,48100
GUCCI GUILTY POUR FEMME,dama,2976,2,90,EDT,Oriental Floral,GUCCI,97614
GUCCI BAMBOO,dama,2813,2,75,EDP,Floral,GUCCI,https://m.media-amazon.com/images/I/61X9WBvcQPL.jpg
GUESS 1981,dama,1339,2,100,EDT,Floral Amaderado,GUESS,https://http2.mlstatic.com/D_NQ_NP_831876-MLU69343758259_052023-O.webp
GUESS,dama,806,1,75,EDP,Floral,GUESS,70287776
SET GUESS GIRL BELLE 3PZS,dama,961,1,100,EDT,Floral Frutal,GUESS,https://perfumeriasublime.com/cdn/shop/files/MGUEGBSET3_9c57322c-18c0-468f-ba11-ebe03f4926dd_2048x.jpg?v=1772811565
HALLOWEEN BLUE DROP,dama,1023,2,100,EDT,Acuático Floral,HALLOWEEN,47201
HALLOWEEN,dama,1085,0,100,EDT,Floral Oriental,HALLOWEEN,34201
BOSS MA VIE,dama,1442,2,75,EDP,Floral,HUGO BOSS,96510971
HUGO BOSS WOMAN,dama,1442,1,90,EDP,Floral Frutal,HUGO BOSS,https://intranet.ufra.com.mx/img/products/catalog/05798/05798_1.jpg
HUGO WOMAN EXTREME,dama,1302,1,75,EDP,Floral Frutal,HUGO BOSS,HB-0000016
BOSS THE SCENT FOR HER,dama,2077,1,100,EDP,Oriental Floral,HUGO BOSS,BB-0000035
HUGO XX,dama,1643,2,100,EDT,Floral Frutal,HUGO BOSS,81078774
BOSS FEMME,dama,1457,1,75,EDP,Floral,HUGO BOSS,81047207
JEAN PAUL GAULTIER DIVINE,dama,3542,3,100,EDP,Floral Gourmand,JEAN PAUL GAULTIER,https://lamarinamx.vtexassets.com/arquivos/ids/824001-800-auto?v=638978768694970000&width=800&height=auto&aspect=true
SCANDAL LE PARFUM INTENSE,dama,3395,1,80,EDP,Oriental Dulce,JEAN PAUL GAULTIER,65168248
JEAN PAUL GAULTIER SCANDAL ABSOLU,dama,3371,2,80,PARFUM,Oriental Dulce,JEAN PAUL GAULTIER,65189843
SET JEAN PAUL GAULTIER SCANDAL ABSOLU 3PZS,dama,4123,1,80,EDP,Oriental Dulce,JEAN PAUL GAULTIER,65211528
LIVE COLOR FULLY LUXE,dama,1100,1,100,EDP,Especiado,KATE SPADE,https://http2.mlstatic.com/D_NQ_NP_750146-MLM80458802473_112024-O.webp
FLOWER,dama,1860,3,100,EDP,Floral,KENZO,85180000
LACOSTE FEMME,dama,1542,1,90,EDP,Floral Amaderado,LACOSTE,LC014A01
LACOSTE L.12.12 SPARKLING,dama,2085,2,100,EDT,Floral Dulce,LACOSTE,LC006A01
LACOSTE TOUCH OF PINK,dama,1550,1,90,EDT,Floral Frutal,LACOSTE,https://i5.walmartimages.com.mx/mg/gm/1p/images/product-images/img_large/00073705219132l.jpg?odnHeight=612&odnWidth=612&odnBg=FFFFFF
LACOSTE FRENCH PANACHE POUR ELLE,dama,1783,1,90,EDT,Floral,LACOSTE,99240016976
LACOSTE PURE POUR ELLE ROSE INTENSE,dama,2085,2,100,EDT,Floral,LACOSTE,45994
LACOSTE PURE POUR ELLE ROSE,dama,2240,1,100,EDP,Floral,LACOSTE,83613
LACOSTE ROSE EAU FRAICHE,dama,1930,4,100,EDT,Floral,LACOSTE,LC079959
IDOLE L'EAU DE PARFUM NECTAR,dama,3193,1,100,EDP,Floral Gourmand,LANCOME,947953
LA VIE EST BELLE EN ROSE,dama,2813,1,100,EDT,Floral,LANCOME,LA472500
LANCOME LA VIE EST BELLE IRIS ABSOLU,dama,3674,1,100,EDP,Oriental Gourmand,LANCOME,https://ss701.liverpool.com.mx/xl/1135044705_2p.jpg
LA VIE EST BELLE SOLEIL CRISTAL,dama,3674,1,100,EDP,Floral Solar,LANCOME,LC677000
AGUA DE LOEWE EL,dama,2565,1,100,EDP,Cítrico,LOEWE,68260
7 LOEWE,dama,2790,1,100,EDT,Amaderado,LOEWE,66846
SOLO LOEWE,dama,2790,1,100,EDT,Amaderado,LOEWE,70478
MONTBLANC SIGNATURE,dama,1666,3,90,EDP,Oriental Floral,MONTBLANC,MB018A01
MOSCHINO TOY 2 BUBBLEGUM,dama,1814,3,100,EDT,Floral Frutal,MOSCHINO,6X32
I LOVE LOVE,dama,1643,2,100,EDT,Cítrico Frutal,MOSCHINO,6A32
MOSCHINO FRESH PINK,dama,1705,2,100,EDT,Floral Frutal,MOSCHINO,1260006T32
MOSCHINO FRESH COUTURE,dama,1705,2,100,EDT,Floral,MOSCHINO,6R32
MOSCHINO FRESH GOLD,dama,1845,2,100,EDT,Floral Frutal,MOSCHINO,6S32
MOSCHINO TOY 2,dama,1953,3,100,EDP,Floral,MOSCHINO,6V32
SET MOSCHINO TOY 2 BUBBLE GUM,dama,2023,3,100,EDP,Floral Frutal,MOSCHINO,https://http2.mlstatic.com/D_NQ_NP_650624-MLU73062437481_112023-O.webp
ALIEN,dama,1953,2,90,EDT,Oriental Ambarado,MUGLER,280211
LADY MILLION,dama,3224,1,80,EDP,Floral,PACO RABANNE,https://fimgs.net/mdimg/perfume/o.9045.jpg
LADY MILLION FABULOUS INTENSE,dama,3550,2,80,EDP,Oriental Floral,PACO RABANNE,65167739
LADY MILLION EMPIRE,dama,2682,1,80,EDP,Chipre Floral,PACO RABANNE,65144087
OLYMPEA,dama,3185,1,80,EDP,Oriental,PACO RABANNE,65095775
OLYMPEA FLORA,dama,3503,1,80,EDP,Floral,PACO RABANNE,65188725
OLYMPEA PARFUM,dama,3658,1,80,PARFUM,Oriental Floral,PACO RABANNE,65199563
FAME,dama,3488,3,80,EDP,Floral,PACO RABANNE,65170086
PARIS HILTON GOLD RUSH,dama,1077,2,100,EDP,Floral Frutal,PARIS HILTON,https://fimgs.net/mdimg/perfume-thumbs/375x500.39568.jpg
PARIS HILTON,dama,1077,1,100,EDP,Floral Frutal,PARIS HILTON,38271576
SET PARIS HILTON PLATINUM RUSH,dama,1256,1,100,EDP,Floral Frutal,PARIS HILTON,2000400
PARIS HILTO ROSE RUSH,dama,970,1,100,EDP,Floral,PARIS HILTON,https://arome.mx/cdn/shop/files/perfume-rose-rush-para-mujer-de-paris-hilton-eau-de-parfum-100ml-arome-mexico-1.jpg?v=1725383759
SET MINI PERRY ELLIS 4PZS 360°,dama,667,3,7.5,EDT,,PERRY ELLIS,18409880
ROMANCE,dama,2930,2,100,EDP,Floral,RALPH LAUREN,3700296
Z4 SET RALPH 4PZS,dama,2604,0,100,EDT,Fresco,RALPH LAUREN,S5699501
AMO FERRAGAMO FLOWERFUL,dama,1318,1,100,EDT,Floral Frutal,SALVATORE FERRAGAMO,https://compraperfumesoriginales.com/product-images/amo-flowerful-8052086376496.png
SALVATORE FERRAGAMO AMO PER LEI,dama,1465,2,100,EDP,Floral,SALVATORE FERRAGAMO,23303
TOMMY GIRL,dama,1194,1,100,EDT,Floral,TOMMY HILFIGER,67013
TOUS,dama,1109,1,90,EDP,Floral,TOUS,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSGapPwl0phVblJMNX-1NiAk-B7d8AO-PbrQ&s
YOUR POWER TOUS,dama,1067,0,100,EDT,Floral,TOUS,https://i5.walmartimages.com/asr/77c269af-9c2f-42f6-a0bc-def443c54a51.a1b75fd58343cf6917ce6f1fb1bf196e.jpeg
TOUS TOUCH,dama,1271,1,100,EDT,Floral,TOUS,https://intranet.ufra.com.mx/img/products/catalog/731061/731061_1.jpg
SET TOUS TOUCH 3PZS,dama,1860,1,100,EDT,Floral,TOUS,https://ufra.com.mx/media/catalog/product/cache/c7b16b3f266fbba2cc4e554996ed3078/0/4/04735037_1.jpg
VERSACE EROS POUR FEMME,dama,2573,3,100,EDP,Floral Amaderado,VERSACE,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.28958.avif
BRIGHT CRYSTAL ABSOLU,dama,2558,3,90,EDP,Floral,VERSACE,https://cdn11.bigcommerce.com/s-2vt02okold/images/stencil/1280x1280/products/3278/3597/MVERBCA__60688.1731099898.jpg?c=1
BRIGHT CRYSTAL,dama,2248,3,90,EDT,Floral,VERSACE,510032
SET VERSACE EROS POUR FEMME,dama,2651,3,100,EDP,Floral Amaderado,VERSACE,https://arome.mx/cdn/shop/files/set-4-piezas-eros-para-mujer-de-versace-edp-arome-mexico-1_1200x1200.jpg?v=1767037168
VERSACE DYLAN TURQUOISE,dama,2232,2,100,EDT,Cítrico Floral,VERSACE,702132
VICTORIA'S SECRET LOVE SPELL,dama,463,2,250,BODY,Floral Frutal,VICTORIA'S SECRET,30605963
VICTORIA'S SECRET RUSH,dama,463,3,250,BODY,Oriental Dulce,VICTORIA'S SECRET,https://victoriassecretmx.vtexassets.com/arquivos/ids/302300/11204717-6580_1.jpg?v=638180378733230000
